Event	ID	Name			Wwise Object Path	Notes
	41618512	Play_Small_Monster_VOX_Spots			\Default Work Unit\Monsters\Small_Monsters\VOX\Play_Small_Monster_VOX_Spots	
	46056053	Play_Small_Monster_VOX_Grunt			\Default Work Unit\Monsters\Small_Monsters\VOX\Play_Small_Monster_VOX_Grunt	
	201430788	Play_Small_Monster_VOX_Hit			\Default Work Unit\Monsters\Small_Monsters\VOX\Play_Small_Monster_VOX_Hit	
	237106917	Play_Small_Monster_VOX_Death			\Default Work Unit\Monsters\Small_Monsters\VOX\Play_Small_Monster_VOX_Death	
	281344347	Play_Small_Monster_Spin			\Default Work Unit\Monsters\Small_Monsters\Combat\Play_Small_Monster_Spin	
	803911630	Play_Monster_Vanish			\Default Work Unit\Monsters\Small_Monsters\Combat\Play_Monster_Vanish	
	931488463	Play_Chomper_Attack			\Default Work Unit\Monsters\Small_Monsters\Combat\Play_Chomper_Attack	
	1338193862	Play_Small_Monster_Run			\Default Work Unit\Monsters\Small_Monsters\FT\Play_Small_Monster_Run	
	1427652232	Play_Small_Monster_Walk			\Default Work Unit\Monsters\Small_Monsters\FT\Play_Small_Monster_Walk	
	1602398710	Play_Small_Monster_Hit			\Default Work Unit\Monsters\Small_Monsters\Combat\Play_Small_Monster_Hit	
	3179497032	Play_Small_Monster_Bodyfall			\Default Work Unit\Monsters\Small_Monsters\Combat\Play_Small_Monster_Bodyfall	
	3519138347	Play_Chomper_VOX_Before_Attack			\Default Work Unit\Monsters\Small_Monsters\VOX\Play_Chomper_VOX_Before_Attack	
	3913336272	Play_Spitter_Attack			\Default Work Unit\Monsters\Small_Monsters\Combat\Play_Spitter_Attack	

Switch Group	ID	Name			Wwise Object Path	Notes
	643044249	Small_Monster			\Default Work Unit\Small_Monster	
	3539622648	Ground_Material			\Default Work Unit\Entity\Ground_Material	

Switch	ID	Name	Switch Group			Notes
	14039721	Chomper	Small_Monster			
	2535446860	Spitter	Small_Monster			
	712897245	Mud	Ground_Material			
	782826392	Default	Ground_Material			
	2144363834	Rock	Ground_Material			
	4248645337	Grass	Ground_Material			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
<<<<<<< Updated upstream
<<<<<<< Updated upstream
	308812	Small_Monster_Walk_Stone_04	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Small_Monster_Walk_Stone_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_Walk\Small_Monster_Walk_Stone\Small_Monster_Walk_Stone_04		6364
	6026606	Small_Monster_Run_Mud_01	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Small_Monster_Run_Mud_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_Run\Small_Monster_Run_Mud\Small_Monster_Run_Mud_01		10698
	6905508	Small_Monster_Bodyfall_Mud_04	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Small_Monster_Bodyfall_Mud_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_Bodyfall\Small_Monster_Bodyfall_Mud\Small_Monster_Bodyfall_Mud_04		26226
	7411264	Small_Monster_Run_Stone_06	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Small_Monster_Run_Stone_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_Run\Small_Monster_Run_Stone\Small_Monster_Run_Stone_06		6732
	32384121	Spitter_VOX_Death_03	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Spitter_VOX_Death_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_VOX_Death\Spitter_VOX_Death\Spitter_VOX_Death_03		66010
	32594970	Spitter_VOX_Hit_02	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Spitter_VOX_Hit_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_VOX_Hit\Spitter_VOX_Hit\Spitter_VOX_Hit_02		47538
	32818868	Small_Monster_Run_Stone_03	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Small_Monster_Run_Stone_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_Run\Small_Monster_Run_Stone\Small_Monster_Run_Stone_03		5516
	45533342	Small_Monster_Walk_Stone_08	C:\Users\hugoa\Documents\GitHub\TP_3DGameKit_Angel_Pawlowski\TP_3DGameKit_Angel_Pawlowski_WwiseProject\.cache\Windows\SFX\Export 12012023 V2\Small_Monster_Walk_Stone_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MONSTERS\Small_Monster\Small_Monster_Walk\Small_Monster_Walk_Stone\Small_Monster_Walk_Stone_08		6380
